problem_id,condition,group,correct,parsed_answer,truth,bin,op_type,response,clean_response,n_clean_tokens,n_gen_tokens,n_full_tokens,answer_token_idx,filename,has_trajectory,issues,contaminated
218,cot,G4,True,920,920,Medium,C," First, add 11 and 12 to get 23. Then, multiply 40 by 23 to get 920. ANSWER: 920

Question:"," First, add 11 and 12 to get 23. Then, multiply 40 by 23 to get 920. ANSWER: 920",41,43,43,40,218_cot.npy,True,,False
219,direct,G1,False,-120,-408,Medium,D," -120

",-120,5,5,5,4,219_direct.npy,True,,False
219,cot,G4,True,-408,-408,Medium,D," First, we need to solve the expression inside the parentheses: 11 - 28 = -17. Then, we multiply the result by 24: 24 * (-17) = -408. ANSWER: -408

Question:"," First, we need to solve the expression inside the parentheses: 11 - 28 = -17. Then, we multiply the result by 24: 24 * (-17) = -408. ANSWER: -408",57,59,59,56,219_cot.npy,True,,False
220,direct,G1,False,171,180,Medium,A," 171

",171,5,5,5,4,220_direct.npy,True,,False
220,cot,G4,True,180,180,Medium,A," First, multiply 39 by 4 to get 156. Then, add 24 to 156 to get 180. ANSWER: 180

Question:"," First, multiply 39 by 4 to get 156. Then, add 24 to 156 to get 180. ANSWER: 180",42,44,44,41,220_cot.npy,True,,False
221,direct,G1,False,185,171,Medium,B," 185

",185,5,5,5,4,221_direct.npy,True,,False
221,cot,G4,True,171,171,Medium,B," First, multiply 26 by 8 to get 208. Then, subtract 37 from 208 to get 171. ANSWER: 171

Question:"," First, multiply 26 by 8 to get 208. Then, subtract 37 from 208 to get 171. ANSWER: 171",42,44,44,41,221_cot.npy,True,,False
222,direct,G1,False,761,731,Medium,C," 761

",761,5,5,5,4,222_direct.npy,True,,False
222,cot,G4,True,731,731,Medium,C," First, add 19 and 24 to get 43. Then, multiply 17 by 43 to get 731. ANSWER: 731

Question:"," First, add 19 and 24 to get 43. Then, multiply 17 by 43 to get 731. ANSWER: 731",41,43,43,40,222_cot.npy,True,,False
223,direct,G1,False,-190,-171,Medium,D," -190

",-190,5,5,5,4,223_direct.npy,True,,False
223,cot,G4,True,-171,-171,Medium,D," First, we need to calculate the value inside the parentheses: 10 - 19 = -9. Then, we multiply the result by 19: 19 * -9 = -171. ANSWER: -171

Question:"," First, we need to calculate the value inside the parentheses: 10 - 19 = -9. Then, we multiply the result by 19: 19 * -9 = -171. ANSWER: -171",54,56,56,53,223_cot.npy,True,,False
224,direct,G1,False,52,62,Medium,A," 52

",52,4,4,4,3,224_direct.npy,True,,False
224,cot,G4,True,62,62,Medium,A," First, multiply 14 by 3 to get 42. Then, add 20 to 42 to get 62. ANSWER: 62

Question:"," First, multiply 14 by 3 to get 42. Then, add 20 to 42 to get 62. ANSWER: 62",38,40,40,37,224_cot.npy,True,,False
225,direct,G1,False,301,281,Medium,B," 301

",301,5,5,5,4,225_direct.npy,True,,False
225,cot,G4,True,281,281,Medium,B," First, multiply 29 by 11 to get 319. Then, subtract 38 from 319 to get 281. ANSWER: 281

Question:"," First, multiply 29 by 11 to get 319. Then, subtract 38 from 319 to get 281. ANSWER: 281",43,45,45,42,225_cot.npy,True,,False
226,direct,G1,False,723,765,Medium,C," 723

",723,5,5,5,4,226_direct.npy,True,,False
226,cot,G4,True,765,765,Medium,C," First, add 16 and 29 to get 45. Then, multiply 17 by 45 to get 765. ANSWER: 765

Question:"," First, add 16 and 29 to get 45. Then, multiply 17 by 45 to get 765. ANSWER: 765",41,43,43,40,226_cot.npy,True,,False
227,direct,G1,False,-105,-1120,Medium,D," -105

",-105,5,5,5,4,227_direct.npy,True,,False
227,cot,G4,True,-1120,-1120,Medium,D," First, we need to solve the expression inside the parentheses: 10 - 42 = -32. Then, we multiply the result by 35: 35 * (-32) = -1120. ANSWER: -1120

Question:"," First, we need to solve the expression inside the parentheses: 10 - 42 = -32. Then, we multiply the result by 35: 35 * (-32) = -1120. ANSWER: -1120",59,61,61,58,227_cot.npy,True,,False
228,direct,G1,False,770,786,Medium,A," 770

",770,5,5,5,4,228_direct.npy,True,,False
228,cot,G4,True,786,786,Medium,A," First, multiply 44 by 17 to get 748. Then, add 38 to 748 to get 786. ANSWER: 786

Question:"," First, multiply 44 by 17 to get 748. Then, add 38 to 748 to get 786. ANSWER: 786",43,45,45,42,228_cot.npy,True,,False
229,direct,G1,False,18,8,Medium,B," 18

",18,4,4,4,3,229_direct.npy,True,,False
229,cot,G4,True,8,8,Medium,B," First, multiply 15 by 3 to get 45. Then, subtract 37 from 45 to get 8. ANSWER: 8

Question:"," First, multiply 15 by 3 to get 45. Then, subtract 37 from 45 to get 8. ANSWER: 8",36,38,38,35,229_cot.npy,True,,False
230,direct,G1,False,430,630,Medium,C," 430

",430,5,5,5,4,230_direct.npy,True,,False
230,cot,G4,True,630,630,Medium,C," First, add 10 and 11 to get 21. Then, multiply 30 by 21 to get 630. ANSWER: 630

Question:"," First, add 10 and 11 to get 21. Then, multiply 30 by 21 to get 630. ANSWER: 630",41,43,43,40,230_cot.npy,True,,False
231,direct,G1,False,-390,-555,Medium,D," -390

",-390,5,5,5,4,231_direct.npy,True,,False
231,cot,G4,True,-555,-555,Medium,D," First, we need to solve the expression inside the parentheses: 9 - 46 = -37. Then, we multiply the result by 15: 15 * (-37) = -555. ANSWER: -555

Question:"," First, we need to solve the expression inside the parentheses: 9 - 46 = -37. Then, we multiply the result by 15: 15 * (-37) = -555. ANSWER: -555",56,58,58,55,231_cot.npy,True,,False
232,direct,G1,False,111,121,Medium,A," 111

",111,5,5,5,4,232_direct.npy,True,,False
232,cot,G4,True,121,121,Medium,A," First, multiply 47 by 2 to get 94. Then, add 27 to 94 to get 121. ANSWER: 121

Question:"," First, multiply 47 by 2 to get 94. Then, add 27 to 94 to get 121. ANSWER: 121",40,42,42,39,232_cot.npy,True,,False
233,direct,G1,False,129,117,Medium,B," 129

",129,5,5,5,4,233_direct.npy,True,,False
233,cot,G4,True,117,117,Medium,B," First, multiply 46 by 3 to get 138. Then, subtract 21 from 138 to get 117. ANSWER: 117

Question:"," First, multiply 46 by 3 to get 138. Then, subtract 21 from 138 to get 117. ANSWER: 117",42,44,44,41,233_cot.npy,True,,False
234,direct,G1,False,1000,2240,Medium,C," 1000

",1000,6,6,6,5,234_direct.npy,True,,False
234,cot,G4,True,2240,2240,Medium,C," First, add 18 and 38 to get 56. Then, multiply 40 by 56 to get 2240. ANSWER: 2240

Question:"," First, add 18 and 38 to get 56. Then, multiply 40 by 56 to get 2240. ANSWER: 2240",43,45,45,42,234_cot.npy,True,,False
235,direct,G1,False,0,-1080,Medium,D," 0

",0,3,3,3,2,235_direct.npy,True,,False
235,cot,G4,True,-1080,-1080,Medium,D," First, we need to solve the expression inside the parentheses: 7 - 47 = -40. Then, we multiply 27 by -40: 27 * -40 = -1080. ANSWER: -1080

Question:"," First, we need to solve the expression inside the parentheses: 7 - 47 = -40. Then, we multiply 27 by -40: 27 * -40 = -1080. ANSWER: -1080",58,60,60,57,235_cot.npy,True,,False
236,direct,G1,False,632,644,Medium,A," 632

",632,5,5,5,4,236_direct.npy,True,,False
236,cot,G4,True,644,644,Medium,A," First, multiply 37 by 17 to get 629. Then add 15 to 629 to get 644. ANSWER: 644

Question:"," First, multiply 37 by 17 to get 629. Then add 15 to 629 to get 644. ANSWER: 644",42,44,44,41,236_cot.npy,True,,False
237,direct,G1,False,494,484,Medium,B," 494

",494,5,5,5,4,237_direct.npy,True,,False
237,cot,G4,True,484,484,Medium,B," First, multiply 40 by 13 to get 520. Then, subtract 36 from 520 to get 484. ANSWER: 484

Question:"," First, multiply 40 by 13 to get 520. Then, subtract 36 from 520 to get 484. ANSWER: 484",43,45,45,42,237_cot.npy,True,,False
238,direct,G1,False,732,868,Medium,C," 732

",732,5,5,5,4,238_direct.npy,True,,False
238,cot,G4,True,868,868,Medium,C," First, add 12 and 16 to get 28. Then, multiply 31 by 28 to get 868. ANSWER: 868

Question:"," First, add 12 and 16 to get 28. Then, multiply 31 by 28 to get 868. ANSWER: 868",41,43,43,40,238_cot.npy,True,,False
239,direct,G1,False,-240,-480,Medium,D," -240

",-240,5,5,5,4,239_direct.npy,True,,False
239,cot,G4,True,-480,-480,Medium,D," First, we need to solve the expression inside the parentheses: 12 - 36 = -24. Then, we multiply the result by 20: 20 * (-24) = -480. ANSWER: -480

Question:"," First, we need to solve the expression inside the parentheses: 12 - 36 = -24. Then, we multiply the result by 20: 20 * (-24) = -480. ANSWER: -480",57,59,59,56,239_cot.npy,True,,False
240,direct,G1,False,7150,7200,Large,A," 7150

",7150,6,6,6,5,240_direct.npy,True,,False
240,cot,G3,False,7160,7200,Large,A," First, multiply 98 by 73 to get 7114. Then, add 46 to 7114 to get 7160. ANSWER: 7160

Question:"," First, multiply 98 by 73 to get 7114. Then, add 46 to 7114 to get 7160. ANSWER: 7160",47,49,49,46,240_cot.npy,True,,False
241,direct,G1,False,5504,5654,Large,B," 5504

",5504,6,6,6,5,241_direct.npy,True,,False
241,cot,G4,True,5654,5654,Large,B," First, multiply 94 by 61 to get 5734. Then, subtract 80 from 5734 to get 5654. ANSWER: 5654

Question:"," First, multiply 94 by 61 to get 5734. Then, subtract 80 from 5734 to get 5654. ANSWER: 5654",47,49,49,46,241_cot.npy,True,,False
242,direct,G1,False,14,1246,Large,C," 14 * 89 = 1246

",14,3,14,14,2,242_direct.npy,True,,False
242,cot,G4,True,1246,1246,Large,C," First, add 68 and 21 to get 89. Then, multiply 14 by 89 to get 1246. ANSWER: 1246

Question:"," First, add 68 and 21 to get 89. Then, multiply 14 by 89 to get 1246. ANSWER: 1246",43,45,45,42,242_cot.npy,True,,False
243,direct,G1,False,-110,-450,Large,D," -110

",-110,5,5,5,4,243_direct.npy,True,,False
243,cot,G4,True,-450,-450,Large,D," First, we need to subtract 51 from 42. 42 - 51 is -9. Then, we multiply -9 by 50. -9 times 50 is -450. ANSWER: -450

Question:"," First, we need to subtract 51 from 42. 42 - 51 is -9. Then, we multiply -9 by 50. -9 times 50 is -450. ANSWER: -450",56,58,58,55,243_cot.npy,True,,False
244,direct,G2,True,1539,1539,Large,A," 1539

",1539,6,6,6,5,244_direct.npy,True,,False
244,cot,G4,True,1539,1539,Large,A," First, multiply 24 by 61 to get 1464. Then, add 75 to 1464 to get 1539. ANSWER: 1539

Question:"," First, multiply 24 by 61 to get 1464. Then, add 75 to 1464 to get 1539. ANSWER: 1539",47,49,49,46,244_cot.npy,True,,False
245,direct,G1,False,893,861,Large,B," 893

",893,5,5,5,4,245_direct.npy,True,,False
245,cot,G4,True,861,861,Large,B," First, multiply 10 by 94 to get 940. Then, subtract 79 from 940 to get 861. ANSWER: 861

Question:"," First, multiply 10 by 94 to get 940. Then, subtract 79 from 940 to get 861. ANSWER: 861",43,45,45,42,245_cot.npy,True,,False
246,direct,G1,False,4900,5382,Large,C," 4900

",4900,6,6,6,5,246_direct.npy,True,,False
246,cot,G3,False,5482,5382,Large,C," First, add 62 and 16 to get 78. Then, multiply 69 by 78 to get 5482. ANSWER: 5482

Question:"," First, add 62 and 16 to get 78. Then, multiply 69 by 78 to get 5482. ANSWER: 5482",43,45,45,42,246_cot.npy,True,,False
247,direct,G1,False,1000,680,Large,D," 1000

",1000,6,6,6,5,247_direct.npy,True,,False
247,cot,G4,True,680,680,Large,D," First, subtract 56 from 76 to get 20. Then, multiply 34 by 20 to get 680. ANSWER: 680

Question:"," First, subtract 56 from 76 to get 20. Then, multiply 34 by 20 to get 680. ANSWER: 680",41,43,43,40,247_cot.npy,True,,False
248,direct,G1,False,6407,6587,Large,A," 6407

",6407,6,6,6,5,248_direct.npy,True,,False
248,cot,G3,False,6567,6587,Large,A," First, multiply 89 by 73 to get 6477. Then add 90 to 6477 to get 6567. ANSWER: 6567

Question:"," First, multiply 89 by 73 to get 6477. Then add 90 to 6477 to get 6567. ANSWER: 6567",46,48,48,45,248_cot.npy,True,,False
249,direct,G1,False,1008,1020,Large,B," 1008

",1008,6,6,6,5,249_direct.npy,True,,False
249,cot,G4,True,1020,1020,Large,B," First, calculate 66 multiplied by 16, which equals 1056. Then, subtract 36 from 1056, which equals 1020. ANSWER: 1020

Question:"," First, calculate 66 multiplied by 16, which equals 1056. Then, subtract 36 from 1056, which equals 1020. ANSWER: 1020",50,52,52,49,249_cot.npy,True,,False
250,direct,G1,False,44,4664,Large,C," 44 * 106 = 4564

",44,3,15,15,2,250_direct.npy,True,,False
250,cot,G4,True,4664,4664,Large,C," First, add 80 and 26 to get 106. Then, multiply 44 by 106 to get 4664. ANSWER: 4664

Question:"," First, add 80 and 26 to get 106. Then, multiply 44 by 106 to get 4664. ANSWER: 4664",45,47,47,44,250_cot.npy,True,,False
251,direct,G1,False,0,-1518,Large,D," 0

",0,3,3,3,2,251_direct.npy,True,,False
251,cot,G4,True,-1518,-1518,Large,D," First, we need to subtract 99 from 66. 66 - 99 is -33. Then, we multiply 46 by -33. 46 * -33 is -1518. ANSWER: -1518

Question:"," First, we need to subtract 99 from 66. 66 - 99 is -33. Then, we multiply 46 by -33. 46 * -33 is -1518. ANSWER: -1518",61,63,63,60,251_cot.npy,True,,False
252,direct,G2,True,1813,1813,Large,A," 1813

",1813,6,6,6,5,252_direct.npy,True,,False
252,cot,G4,True,1813,1813,Large,A," First, multiply 72 by 25, which gives 1800. Then, add 13 to 1800, which gives 1813. ANSWER: 1813

Question:"," First, multiply 72 by 25, which gives 1800. Then, add 13 to 1800, which gives 1813. ANSWER: 1813",49,51,51,48,252_cot.npy,True,,False
253,direct,G1,False,7720,7790,Large,B," 7720

",7720,6,6,6,5,253_direct.npy,True,,False
253,cot,G4,True,7790,7790,Large,B," First, multiply 90 by 87 to get 7830. Then, subtract 40 from 7830 to get 7790. ANSWER: 7790

Question:"," First, multiply 90 by 87 to get 7830. Then, subtract 40 from 7830 to get 7790. ANSWER: 7790",47,49,49,46,253_cot.npy,True,,False
254,direct,G1,False,4900,3870,Large,C," 4900

",4900,6,6,6,5,254_direct.npy,True,,False
254,cot,G4,True,3870,3870,Large,C," First, add 49 and 80 to get 129. Then, multiply 30 by 129 to get 3870. ANSWER: 3870

Question:"," First, add 49 and 80 to get 129. Then, multiply 30 by 129 to get 3870. ANSWER: 3870",45,47,47,44,254_cot.npy,True,,False
255,direct,G1,False,108,198,Large,D," 108

",108,5,5,5,4,255_direct.npy,True,,False
255,cot,G4,True,198,198,Large,D," First, we need to subtract 62 from 80, which gives us 18. Then, we multiply 18 by 11, which gives us 198. ANSWER: 198

Question:"," First, we need to subtract 62 from 80, which gives us 18. Then, we multiply 18 by 11, which gives us 198. ANSWER: 198",49,51,51,48,255_cot.npy,True,,False
256,direct,G1,False,810,822,Large,A," 810

",810,5,5,5,4,256_direct.npy,True,,False
256,cot,G4,True,822,822,Large,A," First, multiply 21 by 38 to get 798. Then, add 24 to 798 to get 822. ANSWER: 822

Question:"," First, multiply 21 by 38 to get 798. Then, add 24 to 798 to get 822. ANSWER: 822",43,45,45,42,256_cot.npy,True,,False
257,direct,G1,False,1553,1633,Large,B," 1553

",1553,6,6,6,5,257_direct.npy,True,,False
257,cot,G4,True,1633,1633,Large,B," First, multiply 69 by 25 to get 1725. Then, subtract 92 from 1725 to get 1633. ANSWER: 1633

Question:"," First, multiply 69 by 25 to get 1725. Then, subtract 92 from 1725 to get 1633. ANSWER: 1633",47,49,49,46,257_cot.npy,True,,False
258,direct,G1,False,2900,3480,Large,C," 2900

",2900,6,6,6,5,258_direct.npy,True,,False
258,cot,G4,True,3480,3480,Large,C," First, add 73 and 47 to get 120. Then, multiply 29 by 120 to get 3480. ANSWER: 3480

Question:"," First, add 73 and 47 to get 120. Then, multiply 29 by 120 to get 3480. ANSWER: 3480",45,47,47,44,258_cot.npy,True,,False
259,direct,G1,False,-1500,-1425,Large,D," -1500

",-1500,6,6,6,5,259_direct.npy,True,,False
259,cot,G4,True,-1425,-1425,Large,D," First, we need to subtract 63 from 44, which gives us -19. Then, we multiply 75 by -19, which gives us -1425. ANSWER: -1425

Question:"," First, we need to subtract 63 from 44, which gives us -19. Then, we multiply 75 by -19, which gives us -1425. ANSWER: -1425",51,53,53,50,259_cot.npy,True,,False
260,direct,G1,False,5001,5011,Large,A," 5001

",5001,6,6,6,5,260_direct.npy,True,,False
260,cot,G4,True,5011,5011,Large,A," First, multiply 71 by 70, which equals 4970. Then, add 41 to 4970, which equals 5011. ANSWER: 5011

Question:"," First, multiply 71 by 70, which equals 4970. Then, add 41 to 4970, which equals 5011. ANSWER: 5011",49,51,51,48,260_cot.npy,True,,False
261,direct,G1,False,5000,5412,Large,B," 5000

",5000,6,6,6,5,261_direct.npy,True,,False
261,cot,G4,True,5412,5412,Large,B," First, multiply 68 by 80 to get 5440. Then, subtract 28 from 5440 to get 5412. ANSWER: 5412

Question:"," First, multiply 68 by 80 to get 5440. Then, subtract 28 from 5440 to get 5412. ANSWER: 5412",47,49,49,46,261_cot.npy,True,,False
262,direct,G1,False,10000,7080,Large,C," 10000

",10000,7,7,7,6,262_direct.npy,True,,False
262,cot,G4,True,7080,7080,Large,C," First, we need to add 34 and 86, which equals 120. Then, we multiply 59 by 120, which equals 7080. ANSWER: 7080

Question:"," First, we need to add 34 and 86, which equals 120. Then, we multiply 59 by 120, which equals 7080. ANSWER: 7080",51,53,53,50,262_cot.npy,True,,False
263,direct,G1,False,1350,675,Large,D," 1350

",1350,6,6,6,5,263_direct.npy,True,,False
263,cot,G4,True,675,675,Large,D," First, we need to solve the expression inside the parentheses: 27 - 18 = 9. Then, we multiply 75 by 9: 75 * 9 = 675. ANSWER: 675

Question:"," First, we need to solve the expression inside the parentheses: 27 - 18 = 9. Then, we multiply 75 by 9: 75 * 9 = 675. ANSWER: 675",54,56,56,53,263_cot.npy,True,,False
264,direct,G1,False,2884,2888,Large,A," 2884

",2884,6,6,6,5,264_direct.npy,True,,False
264,cot,G4,True,2888,2888,Large,A," First, multiply 45 by 63 to get 2835. Then, add 53 to 2835 to get 2888. ANSWER: 2888

Question:"," First, multiply 45 by 63 to get 2835. Then, add 53 to 2835 to get 2888. ANSWER: 2888",47,49,49,46,264_cot.npy,True,,False
265,direct,G1,False,3100,3246,Large,B," 3100

",3100,6,6,6,5,265_direct.npy,True,,False
265,cot,G3,False,3126,3246,Large,B," First, multiply 74 by 44 to get 3136. Then, subtract 10 from 3136 to get 3126. ANSWER: 3126

Question:"," First, multiply 74 by 44 to get 3136. Then, subtract 10 from 3136 to get 3126. ANSWER: 3126",47,49,49,46,265_cot.npy,True,,False
266,direct,G1,False,10000,6118,Large,C," 10000

",10000,7,7,7,6,266_direct.npy,True,,False
266,cot,G3,False,6058,6118,Large,C," First, add 48 and 85 to get 133. Then, multiply 46 by 133 to get 6058. ANSWER: 6058

Question:"," First, add 48 and 85 to get 133. Then, multiply 46 by 133 to get 6058. ANSWER: 6058",45,47,47,44,266_cot.npy,True,,False
267,direct,G1,False,1008,1848,Large,D," 1008

",1008,6,6,6,5,267_direct.npy,True,,False
267,cot,G4,True,1848,1848,Large,D," First, we need to subtract 72 from 94, which gives us 22. Then, we multiply 84 by 22, which gives us 1848. ANSWER: 1848

Question:"," First, we need to subtract 72 from 94, which gives us 22. Then, we multiply 84 by 22, which gives us 1848. ANSWER: 1848",51,53,53,50,267_cot.npy,True,,False
268,direct,G1,False,1985,2021,Large,A," 1985

",1985,6,6,6,5,268_direct.npy,True,,False
268,cot,G4,True,2021,2021,Large,A," First, multiply 29 by 67 to get 1943. Then, add 78 to 1943 to get 2021. ANSWER: 2021

Question:"," First, multiply 29 by 67 to get 1943. Then, add 78 to 1943 to get 2021. ANSWER: 2021",47,49,49,46,268_cot.npy,True,,False
269,direct,G1,False,3702,3782,Large,B," 3702

",3702,6,6,6,5,269_direct.npy,True,,False
269,cot,G3,False,3762,3782,Large,B," First, multiply 71 by 54 to get 3814. Then, subtract 52 from 3814 to get 3762. ANSWER: 3762

Question:"," First, multiply 71 by 54 to get 3814. Then, subtract 52 from 3814 to get 3762. ANSWER: 3762",47,49,49,46,269_cot.npy,True,,False
270,direct,G1,False,10000,10960,Large,C," 10000

",10000,7,7,7,6,270_direct.npy,True,,False
270,cot,G4,True,10960,10960,Large,C," First, add 79 and 58 to get 137. Then, multiply 80 by 137 to get 10960. ANSWER: 10960

Question:"," First, add 79 and 58 to get 137. Then, multiply 80 by 137 to get 10960. ANSWER: 10960",47,49,49,46,270_cot.npy,True,,False
271,direct,G1,False,2000,1156,Large,D," 2000

",2000,6,6,6,5,271_direct.npy,True,,False
271,cot,G4,True,1156,1156,Large,D," First, we need to subtract 34 from 51, which gives us 17. Then, we multiply 68 by 17, which gives us 1156. ANSWER: 1156

Question:"," First, we need to subtract 34 from 51, which gives us 17. Then, we multiply 68 by 17, which gives us 1156. ANSWER: 1156",51,53,53,50,271_cot.npy,True,,False
272,direct,G1,False,3992,4043,Large,A," 3992

",3992,6,6,6,5,272_direct.npy,True,,False
272,cot,G4,True,4043,4043,Large,A," First, multiply 99 by 40 to get 3960. Then, add 83 to 3960 to get 4043. ANSWER: 4043

Question:"," First, multiply 99 by 40 to get 3960. Then, add 83 to 3960 to get 4043. ANSWER: 4043",47,49,49,46,272_cot.npy,True,,False
273,direct,G1,False,2307,2239,Large,B," 2307

",2307,6,6,6,5,273_direct.npy,True,,False
273,cot,G3,False,2219,2239,Large,B," First, multiply 59 by 39 to get 2281. Then subtract 62 from 2281 to get 2219. ANSWER: 2219

Question:"," First, multiply 59 by 39 to get 2281. Then subtract 62 from 2281 to get 2219. ANSWER: 2219",46,48,48,45,273_cot.npy,True,,False
274,direct,G1,False,1500,1800,Large,C," 1500

",1500,6,6,6,5,274_direct.npy,True,,False
274,cot,G4,True,1800,1800,Large,C," First, add 50 and 70 to get 120. Then, multiply 120 by 15 to get 1800. ANSWER: 1800

Question:"," First, add 50 and 70 to get 120. Then, multiply 120 by 15 to get 1800. ANSWER: 1800",45,47,47,44,274_cot.npy,True,,False
275,direct,G1,False,0,-2030,Large,D," 0

",0,3,3,3,2,275_direct.npy,True,,False
275,cot,G4,True,-2030,-2030,Large,D," First, we need to subtract 94 from 59. 59 - 94 = -35. Then, we multiply 58 by -35. 58 * -35 = -2030. ANSWER: -2030

Question:"," First, we need to subtract 94 from 59. 59 - 94 = -35. Then, we multiply 58 by -35. 58 * -35 = -2030. ANSWER: -2030",61,63,63,60,275_cot.npy,True,,False
276,direct,G1,False,2650,2770,Large,A," 2650

",2650,6,6,6,5,276_direct.npy,True,,False
276,cot,G4,True,2770,2770,Large,A," First, multiply 93 by 29 to get 2697. Then, add 73 to 2697 to get 2770. ANSWER: 2770

Question:"," First, multiply 93 by 29 to get 2697. Then, add 73 to 2697 to get 2770. ANSWER: 2770",47,49,49,46,276_cot.npy,True,,False
277,direct,G1,False,286,290,Large,B," 286

",286,5,5,5,4,277_direct.npy,True,,False
277,cot,G4,True,290,290,Large,B," First, multiply 14 by 26 to get 364. Then, subtract 74 from 364 to get 290. ANSWER: 290

Question:"," First, multiply 14 by 26 to get 364. Then, subtract 74 from 364 to get 290. ANSWER: 290",43,45,45,42,277_cot.npy,True,,False
278,direct,G1,False,5000,6290,Large,C," 5000

",5000,6,6,6,5,278_direct.npy,True,,False
278,cot,G4,True,6290,6290,Large,C," First, add 52 and 22 to get 74. Then, multiply 85 by 74 to get 6290. ANSWER: 6290

Question:"," First, add 52 and 22 to get 74. Then, multiply 85 by 74 to get 6290. ANSWER: 6290",43,45,45,42,278_cot.npy,True,,False
279,direct,G1,False,0,-3630,Large,D," 0

",0,3,3,3,2,279_direct.npy,True,,False
279,cot,G4,True,-3630,-3630,Large,D," First, we need to solve the expression inside the parentheses: 22 - 77 = -55. Then, we multiply 66 by -55: 66 * -55 = -3630. ANSWER: -3630

Question:"," First, we need to solve the expression inside the parentheses: 22 - 77 = -55. Then, we multiply 66 by -55: 66 * -55 = -3630. ANSWER: -3630",59,61,61,58,279_cot.npy,True,,False
280,direct,G1,False,768,776,Large,A," 768

",768,5,5,5,4,280_direct.npy,True,,False
280,cot,G4,True,776,776,Large,A," First, multiply 68 by 11, which gives 748. Then, add 28 to 748, which gives 776. ANSWER: 776

Question:"," First, multiply 68 by 11, which gives 748. Then, add 28 to 748, which gives 776. ANSWER: 776",45,47,47,44,280_cot.npy,True,,False
281,direct,G1,False,5705,5737,Large,B," 5705

",5705,6,6,6,5,281_direct.npy,True,,False
281,cot,G3,False,5677,5737,Large,B," First, multiply 62 by 93 to get 5706. Then subtract 29 from 5706 to get 5677. ANSWER: 5677

Question:"," First, multiply 62 by 93 to get 5706. Then subtract 29 from 5706 to get 5677. ANSWER: 5677",46,48,48,45,281_cot.npy,True,,False
282,direct,G1,False,19,2147,Large,C," 19 * 113 = 2147

",19,3,15,15,2,282_direct.npy,True,,False
282,cot,G4,True,2147,2147,Large,C," First, add 70 and 43 to get 113. Then, multiply 113 by 19 to get 2147. ANSWER: 2147

Question:"," First, add 70 and 43 to get 113. Then, multiply 113 by 19 to get 2147. ANSWER: 2147",45,47,47,44,282_cot.npy,True,,False
283,direct,G1,False,100,-477,Large,D," 100

",100,5,5,5,4,283_direct.npy,True,,False
283,cot,G4,True,-477,-477,Large,D," First, we need to subtract 98 from 89. 89 - 98 = -9. Then, we multiply 53 by -9. 53 * -9 = -477. ANSWER: -477

Question:"," First, we need to subtract 98 from 89. 89 - 98 = -9. Then, we multiply 53 by -9. 53 * -9 = -477. ANSWER: -477",56,58,58,55,283_cot.npy,True,,False
284,direct,G1,False,5670,5600,Large,A," 5670

",5670,6,6,6,5,284_direct.npy,True,,False
284,cot,G4,True,5600,5600,Large,A," First, multiply 60 by 93, which gives 5580. Then, add 20 to 5580, which gives 5600. ANSWER: 5600

Question:"," First, multiply 60 by 93, which gives 5580. Then, add 20 to 5580, which gives 5600. ANSWER: 5600",49,51,51,48,284_cot.npy,True,,False
285,direct,G1,False,4800,4914,Large,B," 4800

",4800,6,6,6,5,285_direct.npy,True,,False
285,cot,G3,False,4930,4914,Large,B," First, multiply 52 by 96 to get 5008. Then, subtract 78 from 5008 to get 4930. ANSWER: 4930

Question:"," First, multiply 52 by 96 to get 5008. Then, subtract 78 from 5008 to get 4930. ANSWER: 4930",47,49,49,46,285_cot.npy,True,,False
286,direct,G1,False,5800,8120,Large,C," 5800

",5800,6,6,6,5,286_direct.npy,True,,False
286,cot,G3,False,7,8120,Large,C," First, add 50 and 90 to get 140. Then, multiply 58 by 140 to get 7,920. ANSWER: 7,920

Question:"," First, add 50 and 90 to get 140. Then, multiply 58 by 140 to get 7,920. ANSWER: 7",42,49,49,41,286_cot.npy,True,,False
287,direct,G1,False,5040,4680,Large,D," 5040

",5040,6,6,6,5,287_direct.npy,True,,False
287,cot,G4,True,4680,4680,Large,D," First, subtract 14 from 79, which gives 65. Then, multiply 72 by 65, which gives 4680. ANSWER: 4680

Question:"," First, subtract 14 from 79, which gives 65. Then, multiply 72 by 65, which gives 4680. ANSWER: 4680",45,47,47,44,287_cot.npy,True,,False
288,direct,G1,False,1668,1642,Large,A," 1668

",1668,6,6,6,5,288_direct.npy,True,,False
288,cot,G4,True,1642,1642,Large,A," First, multiply 89 by 18 to get 1602. Then, add 40 to 1602 to get 1642. ANSWER: 1642

Question:"," First, multiply 89 by 18 to get 1602. Then, add 40 to 1602 to get 1642. ANSWER: 1642",47,49,49,46,288_cot.npy,True,,False
289,direct,G1,False,8702,8684,Large,B," 8702

",8702,6,6,6,5,289_direct.npy,True,,False
289,cot,G4,True,8684,8684,Large,B," First, multiply 90 by 97 to get 8730. Then subtract 46 from 8730 to get 8684. ANSWER: 8684

Question:"," First, multiply 90 by 97 to get 8730. Then subtract 46 from 8730 to get 8684. ANSWER: 8684",46,48,48,45,289_cot.npy,True,,False
290,direct,G1,False,1080,3354,Large,C," 1080

",1080,6,6,6,5,290_direct.npy,True,,False
